time,users_count,finish_users_count 
0,20,2 
10,30,15 
20,30,26 
30,30,29 
40,41,30 
50,75,33 
60,81,59 
70,81,77 
80,81,80 
90,81,81 
100,137,83 
110,194,107 
120,194,167 
130,194,192 
140,194,193 
150,249,194 
160,399,211 
170,425,319 
180,425,401 
190,425,424 
200,511,425 
210,830,456 
220,876,655 
230,876,822 
240,876,869 
250,876,875 
260,1413,881 
270,1836,1073 
280,1836,1584 
290,1836,1803 
300,1836,1834 
310,1836,1835 
320,1836,1836 
330,2835,1839 
340,3716,1905 
350,3716,2442 
360,3716,3380 
370,3716,3671 
380,3716,3715 
390,3716,3716 
398,3716,3716 
