time,freemem@tsung_controller@ip-172-31-31-91 
0,375575.60546875 
10,375570.54296875 
20,375570.31640625 
30,375570.2734375 
40,375570.2734375 
50,375570.2734375 
60,375559.23046875 
70,375557.4140625 
80,375557.4140625 
90,375557.4140625 
100,375557.4140625 
110,375552.37109375 
120,375517.45703125 
130,375517.45703125 
140,375517.45703125 
150,375517.45703125 
160,375517.45703125 
170,375474.6015625 
180,375458.015625 
190,375458.015625 
200,375458.015625 
210,375458.015625 
220,375370.27734375 
230,375344.265625 
240,375344.265625 
250,375344.265625 
260,375344.265625 
270,375341.0859375 
280,375112.41015625 
290,375112.41015625 
300,375112.41015625 
310,375112.41015625 
320,375112.41015625 
330,375112.41015625 
340,375112.41015625 
350,374876.11328125 
360,374629.66796875 
370,374629.66796875 
380,374629.66796875 
390,374629.66796875 
398,374629.66796875 
