time,size_sent,size_rcv 
0,26.20859375,208.52421875 
10,76.759375,595.41796875 
20,103.90234375,1005.77734375 
30,107.878125,1120.33203125 
40,111.00234375,1149.16875 
50,177.68828125,1558.484375 
60,266.17734375,2518.12421875 
70,291.0390625,2858.56796875 
80,294.6296875,2976.94375 
90,295.06875,2980.5625 
100,350.9671875,3418 
110,553.43984375,5788.4390625 
120,691.61640625,7839.55546875 
130,716.97734375,8164.76015625 
140,717.75703125,8168.96640625 
150,733.8671875,8294.73359375 
160,1039.56328125,11037.46171875 
170,1412.709375,15440.7953125 
180,1539.61953125,17752.96953125 
190,1558.8546875,18138.89453125 
200,1593.609375,18385.87578125 
210,2181.2703125,23688.90390625 
220,2946.815625,34621.02578125 
230,3178.9734375,38614.72265625 
240,3218.03125,39287.83203125 
250,3222.58828125,39307.909375 
260,3714.65234375,42608.79921875 
270,5358.69375,60378.915625 
280,6512.57109375,86666.3328125 
290,6735.4828125,91569.20859375 
300,6759.1453125,91925.028125 
310,6759.57890625,91928.6578125 
320,6760.009375,91932.2875 
330,7578.26953125,95768.025 
340,9859.71484375,109020.371875 
350,12069.775,145858.36640625 
360,13193.96328125,181446.24375 
370,13355.59453125,184752.9765625 
380,13370.453125,184939.640625 
390,13371.66171875,184943.2296875 
398,13371.66171875,184943.2296875 
