time,200,400,404,502,422,302 
0,46,,,,,27 
10,118,,,,,74 
20,155,,,,,98 
30,161,,,,,101 
40,175,,,,,102 
50,277,,,,,171 
60,397,,,,,249 
70,433,,,,,271 
80,439,,,,,273 
90,440,,,,,273 
100,547,,,,,331 
110,831,,,,,526 
120,1018,,,,,642 
130,1058,,,,,661 
140,1060,,,,,661 
150,1120,,,,,674 
160,1585,,,,,986 
170,2077,,,,,1324 
180,2268,,,,,1419 
190,2303,,,,,1430 
200,2422,,,,,1458 
210,3338,,,,,2051 
220,4337,,,,,2745 
230,4681,,,,,2924 
240,4746,,,,,2950 
250,4755,,,,,2952 
260,5705,,,,,3457 
270,7859,,,,,5060 
280,9512,,,,,6055 
290,9868,,,,,6208 
300,9907,,,,,6223 
310,9908,,,,,6223 
320,9909,,,,,6223 
330,11355,,,,,6939 
340,13710,20,,1490,215,8426 
350,16326,90,16,2155,487,10120 
360,18146,138,38,2155,514,11139 
370,18482,140,50,2155,519,11258 
380,18536,140,51,2155,519,11268 
390,18538,140,51,2155,519,11269 
398,18538,140,51,2155,519,11269 
