time,session 
0,4364.696 
10,4364.696 
20,4364.696 
30,4364.696 
40,4364.696 
50,4364.696 
60,4364.696 
70,4364.696 
80,4364.696 
90,4364.696 
100,3902.666 
110,3902.666 
120,3902.666 
130,3902.666 
140,3902.666 
150,3902.666 
160,3902.666 
170,3902.666 
180,3902.666 
190,3902.666 
200,3902.666 
210,3902.666 
220,2784.957 
230,2784.957 
240,2784.957 
250,2784.957 
260,2784.957 
270,2784.957 
280,2784.957 
290,2784.957 
300,2784.957 
310,2784.957 
320,2784.957 
330,2784.957 
340,2784.957 
350,2784.957 
360,2784.957 
370,2784.957 
380,2784.957 
390,2784.957 
398,2784.957 
