time,request,connect 
0,211.581,11.235 
10,211.581,11.235 
20,211.581,11.235 
30,211.581,11.235 
40,211.581,11.235 
50,211.581,11.235 
60,211.581,12.051 
70,211.581,12.051 
80,211.581,12.051 
90,211.581,12.051 
100,211.581,12.051 
110,251.252,12.051 
120,251.252,12.051 
130,251.252,12.051 
140,251.252,12.051 
150,251.252,12.178 
160,252.651,12.178 
170,252.651,12.178 
180,252.651,12.178 
190,252.651,12.178 
200,252.651,12.178 
210,277.88,23.05 
220,361.228,23.05 
230,361.228,23.05 
240,361.228,23.05 
250,361.228,23.05 
260,398.296,23.05 
270,2606.901,23.05 
280,2606.901,23.05 
290,2606.901,23.05 
300,2606.901,23.05 
310,2606.901,23.05 
320,2606.901,23.05 
330,2606.901,23.05 
340,7848.25,23.05 
350,8565.753,23.05 
360,17000.756,23.05 
370,22443.227,23.05 
380,22443.227,23.05 
390,22443.227,23.05 
398,22443.227,23.05 
