time,users_count,finish_users_count 
0,2,0.2 
10,1,1.3 
20,0,1.1 
30,0,0.3 
40,1.1,0.1 
50,3.4,0.3 
60,0.6,2.6 
70,0,1.8 
80,0,0.3 
90,0,0.1 
100,5.6,0.2 
110,5.7,2.4 
120,0,6 
130,0,2.5 
140,0,0.1 
150,5.5,0.1 
160,15,1.7 
170,2.6,10.8 
180,0,8.2 
190,0,2.3 
200,8.6,0.1 
210,31.9,3.1 
220,4.6,19.9 
230,0,16.7 
240,0,4.7 
250,0,0.6 
260,53.7,0.6 
270,42.3,19.2 
280,0,51.1 
290,0,21.9 
300,0,3.1 
310,0,0.1 
320,0,0.1 
330,99.9,0.3 
340,88.1,6.6 
350,0,53.7 
360,0,93.8 
370,0,29.1 
380,0,4.4 
390,0,0.1 
398,0,0 
