time,recvpackets@tsung_controller@ip-172-31-17-231 
10,208 
20,4445 
30,4445 
40,4445 
50,4445 
60,9714 
70,9714 
80,9714 
90,9714 
100,9714 
110,17975 
120,17975 
130,17975 
140,17975 
150,17975 
160,40205 
170,40205 
180,40205 
190,40205 
200,67524 
210,67524 
220,67524 
230,67524 
240,67524 
250,69840 
260,139035 
270,139035 
280,139035 
290,139035 
300,139035 
310,139035 
320,248062 
330,248062 
340,248062 
350,248062 
360,248062 
370,248062 
380,248062 
390,250147 
400,598805 
410,598805 
420,598805 
430,598805 
440,598805 
450,598805 
460,598805 
470,1018921 
480,1271096 
490,1271096 
500,1271096 
510,1271096 
520,1271096 
530,1271096 
540,1271096 
550,1402194 
560,1828661 
570,1828661 
580,1828661 
590,1828661 
592,1828661 
