time,200,500,400,504,404,502,422,302 
0,21,,,,,17,3,5 
10,72,,1,,,69,17,32 
20,99,,4,,1,83,21,47 
30,105,,5,,2,83,21,51 
40,165,,5,,2,83,21,84 
50,315,,5,,2,83,21,197 
60,393,,5,,2,83,21,237 
70,411,,5,,2,83,21,246 
80,447,,5,,2,83,21,258 
90,682,,5,,2,83,21,422 
100,929,,5,,2,83,21,580 
110,1015,,5,,2,83,21,624 
120,1024,,5,,2,83,21,627 
130,1083,,5,,2,83,21,648 
140,1583,,5,,2,83,21,983 
150,2069,,5,,2,83,21,1306 
160,2225,,5,,2,83,21,1382 
170,2241,,5,,2,83,21,1388 
180,2769,,5,,2,83,21,1664 
190,3970,,5,,2,83,21,2533 
200,4675,,5,,2,83,21,2936 
210,4832,,5,,2,83,21,3007 
220,4850,,5,,2,83,21,3014 
230,5153,,5,,2,83,21,3111 
240,7037,,5,,2,83,21,4367 
250,9080,,5,,2,83,21,5794 
260,9864,,5,,2,83,21,6185 
270,10014,,5,,2,83,21,6250 
280,10025,,5,,2,83,21,6256 
290,10026,,5,,2,83,21,6256 
300,11965,,5,,2,83,21,7307 
310,16440,,5,,2,83,21,10465 
320,19246,,5,,2,83,21,12172 
330,19929,,5,,2,83,21,12464 
340,20006,,5,,2,83,21,12493 
350,20019,,5,,2,83,21,12498 
360,20021,,5,,2,83,21,12499 
370,21051,,5,,2,83,21,12763 
380,28289,,5,,2,83,21,17533 
390,36181,,5,,2,83,21,23043 
400,39183,,5,,2,83,21,24589 
410,39692,,5,,2,83,21,24832 
420,39749,,5,,2,83,21,24855 
430,39755,,5,,2,83,21,24857 
440,39755,,5,,2,83,21,24857 
450,47905,,5,,2,83,21,29232 
460,65884,,5,,2,83,21,42140 
470,76733,,5,,2,83,21,48558 
480,79405,,5,,2,83,21,49834 
490,79745,,5,,2,83,21,49971 
500,79778,,5,,2,83,21,49984 
510,79784,,5,,2,83,21,49986 
520,84380,,5,,2,83,21,51180 
530,106882,,5,,2,83,21,66876 
540,122807,2373,65,3,7,83,317,78545 
550,135172,3905,180,3,87,83,603,84982 
560,141100,3924,194,3,128,83,617,87839 
570,141819,3924,194,3,133,83,617,88146 
580,141873,3924,194,3,133,83,617,88167 
590,141884,3924,194,3,133,83,617,88175 
592,141884,3924,194,3,133,83,617,88175 
