time,sentpackets@tsung_controller@ip-172-31-17-231 
10,187 
20,187 
30,187 
40,32 
50,32 
60,32 
70,32 
80,32 
90,32 
100,32 
110,32 
120,32 
130,31 
140,31 
150,31 
160,31 
170,31 
180,31 
190,31 
200,31 
210,31 
220,31 
230,31 
240,31 
250,31 
260,31 
270,31 
280,31 
290,31 
300,10 
310,10 
320,10 
330,10 
340,10 
350,10 
360,10 
370,10 
380,10 
390,10 
400,10 
410,10 
420,10 
430,10 
440,10 
450,1 
460,1 
470,1 
480,1 
490,1 
500,1 
510,1 
520,1 
530,1 
540,1 
550,1 
560,1 
570,1 
580,1 
590,1 
592,1 
