time,request,connect 
0,4.6,1.6 
10,14.5,1.5 
20,6.4,0.3 
30,1.2,0.1 
40,9.3,3.3 
50,26.3,2.3 
60,11.7,0 
70,2.8,0 
80,4.8,2.5 
90,39.9,7.3 
100,40.5,1.3 
110,13,0 
120,1.2,0 
130,8,4.4 
140,83.5,16 
150,80.9,1.9 
160,23.2,0 
170,2.2,0 
180,80.4,27.7 
190,207,20.3 
200,110.8,0 
210,22.8,0 
220,2.5,0 
230,40,22.6 
240,314,60 
250,347,12.7 
260,117.5,0 
270,21.5,0 
280,1.7,0 
290,0.1,0 
300,298.9,100.6 
310,763.2,83.1 
320,451.5,0 
330,97.5,0 
340,10.6,0 
350,1.8,0 
360,0.3,0 
370,129.4,74.3 
380,1200.3,243.7 
390,1340.5,47 
400,454.9,0 
410,75.3,0 
420,8,0 
430,0.8,0 
440,0,0 
450,1252.5,417.5 
460,3088.1,322.5 
470,1727,0 
480,395.1,0 
490,47.7,0 
500,4.6,0 
510,0.8,0 
520,579,331.9 
530,3818.9,748.6 
540,3031.3,118.5 
550,2082.7,12.1 
560,888.8,2.9 
570,103.1,0 
580,7.5,0 
590,1.9,0 
592,0,0 
