time,recvpackets@tsung_controller@ip-172-31-17-231 
10,208 
20,4445.0 
30,741.0 
40,61.0 
50,1993.0 
60,9714.0 
70,5840.0 
80,1379.0 
90,390.0 
100,8031.0 
110,17975.0 
120,6680.0 
130,95.0 
140,714.0 
150,13057.0 
160,40205.0 
170,12262.0 
180,1742.0 
190,6255.0 
200,67524.0 
210,52453.0 
220,13311.0 
230,488.0 
240,3572.0 
250,69840.0 
260,139035.0 
270,62476.0 
280,8747.0 
290,39.0 
300,10.0 
310,36561.0 
320,248062.0 
330,247714.0 
340,41774.0 
350,1787.0 
360,30.0 
370,18.0 
380,11219.0 
390,250147.0 
400,598805.0 
410,280283.0 
420,22976.0 
430,227.0 
440,29.0 
450,1.0 
460,137304.0 
470,1018921.0 
480,1271096.0 
490,230628.0 
500,15405.0 
510,632.0 
520,36.0 
530,48863.0 
540,758303.0 
550,1402194.0 
560,1828661.0 
570,657380.0 
580,20204.0 
590,187.0 
592,57.0 
