time,users_count,finish_users_count 
0,17,1 
10,30,7 
20,30,24 
30,30,30 
40,63,30 
50,86,46 
60,86,76 
70,86,85 
80,112,86 
90,186,98 
100,197,148 
110,197,190 
120,197,196 
130,248,197 
140,404,214 
150,420,333 
160,420,408 
170,420,418 
180,699,423 
190,900,541 
200,900,797 
210,900,886 
220,900,898 
230,1126,900 
240,1758,991 
250,1853,1405 
260,1853,1748 
270,1853,1845 
280,1853,1851 
290,1853,1852 
300,2894,1868 
310,3690,2357 
320,3690,3238 
330,3690,3629 
340,3690,3679 
350,3690,3689 
360,3690,3690 
370,4498,3690 
380,6930,4015 
390,7340,5608 
400,7340,6962 
410,7340,7289 
420,7340,7335 
430,7340,7340 
440,7340,7340 
450,11563,7401 
460,14740,9233 
470,14740,12851 
480,14740,14459 
490,14740,14711 
500,14740,14737 
510,14740,14740 
520,18486,14740 
530,25811,15592 
540,26691,18107 
550,26691,22745 
560,26691,26150 
570,26691,26652 
580,26691,26681 
590,26691,26691 
592,26691,26691 
