time,sentpackets@tsung_controller@ip-172-31-17-231 
10,187 
20,1118 
30,1118 
40,1118 
50,1118 
60,2141 
70,2141 
80,2141 
90,2141 
100,2329 
110,3799 
120,3799 
130,3799 
140,3799 
150,4433 
160,8850 
170,8850 
180,8850 
190,8850 
200,17812 
210,17812 
220,17812 
230,17812 
240,17812 
250,22151 
260,34974 
270,34974 
280,34974 
290,34974 
300,34974 
310,34974 
320,67836 
330,67836 
340,67836 
350,67836 
360,67836 
370,67836 
380,67836 
390,81150 
400,147721 
410,147721 
420,147721 
430,147721 
440,147721 
450,147721 
460,147721 
470,380956 
480,428673 
490,428673 
500,428673 
510,428673 
520,428673 
530,428673 
540,428673 
550,481531 
560,591751 
570,591751 
580,591751 
590,591751 
592,591751 
