time,load@tsung_controller@ip-172-31-17-231 
0,0.0 
10,0.0 
20,0.0 
30,0.1484375 
40,0.19921875 
50,0.25 
60,0.28125 
70,0.23828125 
80,0.19921875 
90,0.171875 
100,0.140625 
110,0.12109375 
120,0.1015625 
130,0.08984375 
140,0.0703125 
150,0.05859375 
160,0.05078125 
170,0.0390625 
180,0.0390625 
190,0.03125 
200,0.01953125 
210,0.171875 
220,0.140625 
230,0.12109375 
240,0.1015625 
250,0.16015625 
260,0.140625 
270,0.26953125 
280,0.21875 
290,0.19140625 
300,0.16015625 
310,0.12890625 
320,0.3515625 
330,0.2890625 
340,0.25 
350,0.2109375 
360,0.1796875 
370,0.1484375 
380,0.12890625 
390,0.19140625 
400,0.78125 
410,0.66015625 
420,0.55859375 
430,0.46875 
440,0.3984375 
450,0.33984375 
460,0.44140625 
470,1.4609375 
480,1.98046875 
490,1.75 
500,1.48046875 
510,1.26171875 
520,1.05859375 
530,0.8984375 
540,2.1015625 
550,3.23046875 
560,4.26171875 
570,4.53125 
580,3.83984375 
590,3.25 
592,2.75 
