time,users,connected 
0,16,15 
10,23,24 
20,6,6 
30,0,0 
40,33,33 
50,40,42 
60,10,12 
70,1,1 
80,26,25 
90,88,87 
100,49,50 
110,7,7 
120,1,1 
130,51,44 
140,190,189 
150,87,92 
160,12,12 
170,2,2 
180,276,275 
190,359,363 
200,103,105 
210,14,14 
220,2,2 
230,226,226 
240,767,746 
250,448,469 
260,105,114 
270,8,9 
280,2,2 
290,1,1 
300,1026,993 
310,1333,1371 
320,452,478 
330,61,66 
340,11,12 
350,1,1 
360,0,0 
370,808,743 
380,2915,2872 
390,1732,1775 
400,378,392 
410,51,53 
420,5,5 
430,0,0 
440,0,0 
450,4162,4119 
460,5507,5525 
470,1889,1903 
480,281,283 
490,29,29 
500,3,5 
510,0,0 
520,3746,3319 
530,10219,10028 
540,8584,8701 
550,3946,4150 
560,541,586 
570,39,50 
580,10,10 
590,0,0 
592,0,0 
