time,200,500,400,504,404,502,422,302 
0,2.1,,,,,1.7,0.3,0.5 
10,5.1,,0.1,,,5.2,1.4,2.7 
20,2.7,,0.3,,0.1,1.4,0.4,1.5 
30,0.6,,0.1,,0.1,0,0,0.4 
40,6,,0,,0,0,0,3.3 
50,15,,0,,0,0,0,11.3 
60,7.8,,0,,0,0,0,4 
70,1.8,,0,,0,0,0,0.9 
80,3.6,,0,,0,0,0,1.2 
90,23.5,,0,,0,0,0,16.4 
100,24.7,,0,,0,0,0,15.8 
110,8.6,,0,,0,0,0,4.4 
120,0.9,,0,,0,0,0,0.3 
130,5.9,,0,,0,0,0,2.1 
140,50,,0,,0,0,0,33.5 
150,48.6,,0,,0,0,0,32.3 
160,15.6,,0,,0,0,0,7.6 
170,1.6,,0,,0,0,0,0.6 
180,52.8,,0,,0,0,0,27.6 
190,120.1,,0,,0,0,0,86.9 
200,70.5,,0,,0,0,0,40.3 
210,15.7,,0,,0,0,0,7.1 
220,1.8,,0,,0,0,0,0.7 
230,30.3,,0,,0,0,0,9.7 
240,188.4,,0,,0,0,0,125.6 
250,204.3,,0,,0,0,0,142.7 
260,78.4,,0,,0,0,0,39.1 
270,15,,0,,0,0,0,6.5 
280,1.1,,0,,0,0,0,0.6 
290,0.1,,0,,0,0,0,0 
300,193.9,,0,,0,0,0,105.1 
310,447.5,,0,,0,0,0,315.8 
320,280.6,,0,,0,0,0,170.7 
330,68.3,,0,,0,0,0,29.2 
340,7.7,,0,,0,0,0,2.9 
350,1.3,,0,,0,0,0,0.5 
360,0.2,,0,,0,0,0,0.1 
370,103,,0,,0,0,0,26.4 
380,723.8,,0,,0,0,0,477 
390,789.2,,0,,0,0,0,551 
400,300.2,,0,,0,0,0,154.6 
410,50.9,,0,,0,0,0,24.3 
420,5.7,,0,,0,0,0,2.3 
430,0.6,,0,,0,0,0,0.2 
440,0,,0,,0,0,0,0 
450,815,,0,,0,0,0,437.5 
460,1797.9,,0,,0,0,0,1290.8 
470,1084.9,,0,,0,0,0,641.8 
480,267.2,,0,,0,0,0,127.6 
490,34,,0,,0,0,0,13.7 
500,3.3,,0,,0,0,0,1.3 
510,0.6,,0,,0,0,0,0.2 
520,459.6,,0,,0,0,0,119.4 
530,2250.2,,0,,0,0,0,1569.6 
540,1592.5,237.3,6,0.3,0.5,0,29.6,1166.9 
550,1236.5,153.2,11.5,0,8,0,28.6,643.7 
560,592.8,1.9,1.4,0,4.1,0,1.4,285.7 
570,71.9,0,0,0,0.5,0,0,30.7 
580,5.4,0,0,0,0,0,0,2.1 
590,1.1,0,0,0,0,0,0,0.8 
592,0,0,0,0,0,0,0,0 
