time,freemem@tsung_controller@ip-172-31-17-231 
0,375578.7109375 
10,375573.0546875 
20,375557.3671875 
30,375562.6484375 
40,375566.46875 
50,375557.53515625 
60,375534.8828125 
70,375538.125 
80,375544.7734375 
90,375550.16015625 
100,375513.97265625 
110,375510.6328125 
120,375529.76953125 
130,375545.078125 
140,375548.40625 
150,375471.546875 
160,375463.828125 
170,375508.515625 
180,375517.84765625 
190,375447.72265625 
200,375311.2109375 
210,375352.01171875 
220,375454.23046875 
230,375486.14453125 
240,375467.859375 
250,375146.66796875 
260,375088.90234375 
270,375263.96484375 
280,375369.296875 
290,375394.5390625 
300,375397.51171875 
310,375122.5703125 
320,374576.421875 
330,374742.92578125 
340,375167.57421875 
350,375244.3125 
360,375260.60546875 
370,375262.03515625 
380,375170.734375 
390,374049.18359375 
400,373722.0546875 
410,374575.38671875 
420,375010.453125 
430,375105.29296875 
440,375136.08984375 
450,375138.80859375 
460,373944.0390625 
470,371870.46875 
480,372522.9140625 
490,374518.4921875 
500,374924.5078125 
510,374994.20703125 
520,375006.38671875 
530,374037.8359375 
540,370493.62109375 
550,369088.6640625 
560,369818.41796875 
570,373874.80078125 
580,374594.0390625 
590,374749.14453125 
592,374776.08203125 
