time,nomatch,match,match_stop 
60,1,327,1 
70,16,330,16 
80,41,333,41 
90,79,333,79 
100,79,333,79 
110,79,333,79 
120,79,333,79 
130,79,333,79 
140,85,333,85 
140,85,333,85 
