time,200,302,504 
0,2.4,0.6, 
10,7,1.9, 
20,11.2,3.7, 
30,4,1.9, 
40,0,0, 
50,0,0, 
60,0,0,0.1 
70,0.2,0.1,1.5 
80,0.2,0.1,2.5 
90,0,0,3.8 
100,0,0,0 
110,0,0,0 
120,0,0,0 
130,0,0,0 
140,0,0,0.6 
140,0,0,0 
