time,nomatch,match,match_stop 
60,0.1,0,0.1 
70,1.5,0.3,1.5 
80,2.5,0.3,2.5 
90,3.8,0,3.8 
100,0,0,0 
110,0,0,0 
120,0,0,0 
130,0,0,0 
140,0.6,0,0.6 
140,0,0,0 
