time,size_sent,size_rcv 
0,8.759375,123.996875 
10,32.26875,380.61640625 
20,55.9703125,680.2484375 
30,40.7078125,219.0109375 
40,0,0 
50,0,0 
60,0,0.25703125 
70,0,18.74140625 
80,2.21953125,21.31171875 
90,0,9.7671875 
100,0,0 
110,0,0 
120,0,0 
130,0,0 
140,0,1.5421875 
140,0,0 
