time,sentpackets@tsung_controller@ip-172-31-29-147 
10,406 
20,427.0 
30,258.0 
40,66.0 
50,6.0 
60,439.0 
70,860.0 
80,389.0 
90,123.0 
100,48.0 
110,889.0 
120,1866.0 
130,1005.0 
140,269.0 
150,484.0 
160,3032.0 
170,3292.0 
180,1214.0 
190,579.0 
200,105.0 
210,23.0 
220,1026.0 
230,6534.0 
240,6056.0 
250,2447.0 
260,885.0 
270,259.0 
280,1902.0 
290,11438.0 
300,13018.0 
310,4659.0 
320,783.0 
330,703.0 
340,2323.0 
350,335.0 
360,54.0 
370,3928.0 
380,23893.0 
390,28013.0 
400,9050.0 
410,902.0 
420,33.0 
430,5.0 
440,103.0 
450,778.0 
460,853.0 
470,345.0 
480,65.0 
490,7827.0 
500,38968.0 
510,38501.0 
520,35440.0 
530,8869.0 
540,302.0 
550,29.0 
560,227.0 
570,975.0 
580,1788.0 
590,1024.0 
593,232.0 
