time,users,connected 
0,16,16 
10,28,10 
20,28,-16 
30,28,-8 
40,28,-2 
50,35,33 
60,47,3 
70,47,-24 
80,47,-8 
90,47,-4 
100,68,65 
110,115,29 
120,115,-59 
130,115,-28 
140,115,26 
150,187,150 
160,213,-56 
170,213,-85 
180,213,-29 
190,213,-10 
200,213,-2 
210,213,84 
220,393,306 
230,424,-134 
240,424,-164 
250,424,-66 
260,424,-20 
270,424,117 
280,692,562 
290,803,-147 
300,803,-356 
310,803,-80 
320,803,-18 
330,803,-31 
340,803,-42 
350,803,-11 
360,803,289 
370,1397,1084 
380,1584,-374 
390,1584,-664 
400,1584,-149 
410,1584,-6 
420,1584,-2 
430,1584,-2 
440,1584,-39 
450,1584,-86 
460,1584,-39 
470,1584,-12 
480,1584,637 
490,2995,1733 
500,3560,706 
510,3560,-1530 
520,3560,-1112 
530,3560,-79 
540,3560,-2 
550,3560,-7 
560,3560,-57 
570,3560,-130 
580,3560,-119 
590,3560,-35 
593,3560,-6 
