time,200,400,404,504,502,422,302 
0,28,,,,,,15 
10,101,,,,,,70 
20,146,,,,,,95 
30,158,,,,,,101 
40,161,,,,,,102 
50,215,,,,,,139 
60,352,,,,,,240 
70,426,,,,,,286 
80,439,,,,,,296 
90,447,,,,,,300 
100,571,,,,,,357 
110,881,,,,,,587 
120,1051,,,,,,678 
130,1096,,,,,,699 
140,1147,,,,,,709 
150,1605,,,,,,1015 
160,2143,,,,,,1391 
170,2337,,,,,,1482 
180,2396,,,,,,1518 
190,2416,,,,,,1531 
200,2420,,,,,,1533 
210,2540,,,,,,1555 
220,3530,,,,,,2198 
230,4510,,,,,,2900 
240,4855,,,,,,3055 
250,4980,,,,,,3125 
260,5018,,,,,,3147 
270,5184,,,,,,3181 
280,6847,,,,,,4251 
290,8845,,,,,,5691 
300,9657,,,,,,6085 
310,9774,,,,,,6135 
320,9816,,,,,,6156 
330,9956,,,,,,6246 
340,10040,,,,,,6306 
350,10055,,,,,,6317 
360,10428,,,,,,6387 
370,13690,,,,,,8578 
380,17720,,,,,,11377 
390,19181,,,,,,12102 
400,19370,,,,,,12153 
410,19377,,,,,,12156 
420,19379,,,,,,12156 
430,19385,,2,20,,13,12156 
440,19479,,41,115,,96,12156 
450,19643,,127,172,,160,12156 
460,19719,,166,179,,178,12156 
470,19735,,178,179,,179,12156 
480,20551,,179,179,,179,12302 
490,25627,,179,179,,179,15611 
500,31154,,179,179,134,232,19844 
510,36008,7,182,179,134,243,22321 
520,37492,12,183,179,134,246,22868 
530,37574,12,183,179,134,246,22882 
540,37577,12,183,179,134,246,22882 
550,37593,12,189,216,134,266,22882 
560,37722,12,246,339,134,375,22882 
570,37999,12,376,496,134,536,22882 
580,38223,12,495,531,134,594,22882 
590,38275,12,530,532,134,599,22882 
593,38284,12,536,532,134,599,22882 
