time,users_count,finish_users_count 
0,16,0 
10,30,5 
20,30,20 
30,30,29 
40,30,30 
50,65,30 
60,86,51 
70,86,74 
80,86,82 
90,86,86 
100,154,86 
110,206,112 
120,206,172 
130,206,200 
140,244,206 
150,408,221 
160,446,319 
170,446,405 
180,446,433 
190,446,443 
200,446,445 
210,531,446 
220,880,489 
230,926,669 
240,926,836 
250,926,903 
260,926,919 
270,1070,926 
280,1683,993 
290,1853,1333 
300,1853,1675 
310,1853,1752 
320,1853,1768 
330,1853,1801 
340,1853,1842 
350,1853,1852 
360,2174,1853 
370,3354,1957 
380,3674,2697 
390,3674,3345 
400,3674,3488 
410,3674,3493 
420,3674,3495 
430,3674,3497 
440,3674,3537 
450,3674,3622 
460,3674,3661 
470,3674,3673 
480,4317,3674 
490,6775,3780 
500,7406,4346 
510,7406,5951 
520,7406,6982 
530,7406,7050 
540,7406,7052 
550,7406,7060 
560,7406,7120 
570,7406,7254 
580,7406,7369 
590,7406,7401 
593,7406,7406 
