time,size_sent,size_rcv 
0,14.89921875,61.246875 
10,56.16640625,655.84375 
20,31.4921875,1021.965625 
30,7.63359375,194.028125 
40,1.6859375,7.425 
50,32.6078125,254.434375 
60,104.90859375,1708.3796875 
70,56.44609375,1421.6328125 
80,9.89296875,563.81328125 
90,4.6734375,148.271875 
100,61.59296875,375.36171875 
110,239.72890625,3266.05546875 
120,118.21796875,3326.23203125 
130,27.3109375,1093.01640625 
140,14.48671875,105.4203125 
150,305.0421875,3092.42890625 
160,420.2453125,7798.52578125 
170,129.37265625,4182.309375 
180,35.8515625,2671.78515625 
190,12.7125,616.86171875 
200,2.475,7.1921875 
210,32.67734375,249.1 
220,650.859375,6012.45703125 
230,786.06171875,13880.20859375 
240,221.62890625,8600.41328125 
250,79.77734375,4254.25 
260,23.3953125,1040.86484375 
270,45.61640625,341.89375 
280,1069.565625,10700.46953125 
290,1585.7890625,26439.2515625 
300,560.9484375,15688.31171875 
310,70.79765625,3129.921875 
320,21.53359375,2950.68203125 
330,71.98125,13858.42578125 
340,60.396875,538.66875 
350,11.08125,27.8484375 
360,96.6671875,772.40625 
370,2185.74609375,22323.8890625 
380,3131.57421875,58909.93984375 
390,1009.3078125,28999.94765625 
400,110.88515625,2973.7765625 
410,4.215625,126.80234375 
420,0.8765625,6.409375 
430,8.86953125,35.9609375 
440,88.42578125,334.27421875 
450,125.5984375,459.09453125 
460,52.6515625,188.59765625 
470,11.85,40.875 
480,205.946875,1704.15859375 
490,3622.4984375,19725.4796875 
500,4555.45234375,34231.94453125 
510,3035.4296875,65364.33046875 
520,760.09140625,32432.97421875 
530,41.13984375,1712.459375 
540,1.165625,7.61328125 
550,17.44375,72.79609375 
560,120.8953125,454.6765625 
570,230.90625,848.653125 
580,160.8203125,573.46015625 
590,36.79140625,129.66328125 
593,5.96171875,20.98515625 
