time,users_count,finish_users_count 
0,1.6,0 
10,1.4,0.5 
20,0,1.5 
30,0,0.9 
40,0,0.1 
50,3.5,0 
60,2.1,2.1 
70,0,2.3 
80,0,0.8 
90,0,0.4 
100,6.8,0 
110,5.2,2.6 
120,0,6 
130,0,2.8 
140,3.8,0.6 
150,16.4,1.5 
160,3.8,9.8 
170,0,8.6 
180,0,2.8 
190,0,1 
200,0,0.2 
210,8.5,0.1 
220,34.9,4.3 
230,4.6,18 
240,0,16.7 
250,0,6.7 
260,0,1.6 
270,14.4,0.7 
280,61.3,6.7 
290,17,34 
300,0,34.2 
310,0,7.7 
320,0,1.6 
330,0,3.3 
340,0,4.1 
350,0,1 
360,32.1,0.1 
370,118,10.4 
380,32,74 
390,0,64.8 
400,0,14.3 
410,0,0.5 
420,0,0.2 
430,0,0.2 
440,0,4 
450,0,8.5 
460,0,3.9 
470,0,1.2 
480,64.3,0.1 
490,245.8,10.6 
500,63.1,56.6 
510,0,160.5 
520,0,103.1 
530,0,6.8 
540,0,0.2 
550,0,0.8 
560,0,6 
570,0,13.4 
580,0,11.5 
590,0,3.2 
593,0,0.5 
