time,request,connect 
0,113.86210144927539,1.4368571428571428 
10,170.8117662337662,1.2404999999999997 
20,1074.179604651163,0 
30,4744.397777777779,0 
40,8918.0454,0 
50,8531.84125,0 
60,21176.7658,0 
70,40071.21742857143,0 
80,60004.47866666666,0 
90,60002.644,0 
100,144.46359793814432,2.1076470588235288 
110,221.28403825136613,0.7319615384615383 
120,496.4808245614035,0 
130,1670.2148947368416,0 
140,10317.764272727274,0 
150,21723.866400000003,0 
160,25237.17073913044,0 
170,49732.407,0 
180,51439.22928571429,0 
190,24418.1105,0 
200,27755.919642857138,0 
210,23334.138842105265,0 
220,23608.101875000004,0 
230,0,0 
240,47332.38,0 
250,48840.577600000004,0 
260,47503.20690909091,0 
266,48255.357,0 
