time,recvpackets@tsung_controller@ip-172-31-26-68 
10,603 
20,1627.0 
30,272.0 
40,123.0 
50,173.0 
60,69.0 
70,147.0 
80,77.0 
90,6.0 
100,2.0 
110,875.0 
120,1265.0 
130,362.0 
140,483.0 
150,184.0 
160,171.0 
170,413.0 
180,540.0 
190,260.0 
200,294.0 
210,248.0 
220,345.0 
230,183.0 
240,567.0 
250,383.0 
260,405.0 
266,412.0 
