time,page,tr_Redirect_To_Same_Conversation,tr_Post_New_Conversation,tr_Get_New_Book,tr_Get_Logout,tr_Get_Conversations,tr_Redirect_To_New_Book,tr_Redirect_Root,tr_Get_Login,tr_Redirect_To_New_Conversation,tr_Get_Root,tr_Post_New_Comment_On_Comment,tr_Get_New_Conversation,tr_Initial_Get_Root,tr_Authenticate_User,tr_Post_Login,tr_Post_New_Comment_On_Post,tr_Get_Book,tr_Redirect_To_Post,tr_Get_Post,tr_Reply_To_Conversation,tr_Post_New_Book 
0,259.64314326036066,,,0,,2.8459999999999983,,70.88197791791336,,,32.36999999999999,,,50.96417599967103,1486.117950245407,,0,,0,0,, 
10,359.0908421760413,,72.78299999999999,3.5352214414375798,0,0,0,67.82361766838059,0,,0,0,13.62299999999999,96.3456180657544,1975.738074365029,,0.0,,0,0.0,,2.3212818776606077 
20,3036.999283198264,16.092000000000002,0,2.0335,0.0,0,9.767985492584094,76.22523235538645,0.0,89.907,0,0.0,0,0,2304.6711180758934,1.207499999999989,103.7845,,580.4860000000006,358.83849999999984,31.209000000000003,86.72809494506379 
30,6658.406520126799,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,11.158680059337962,,0,1532.2136494903925,0,0 
40,7242.615165652075,0,0,0,0,0,0,0,0,0,0,4.255993603796361,0,0,0,0,0.0,,899.3959085607631,0.0,0,0 
50,8481.528857411422,0,0,0,0,0,0,0,0,0,0,0.021499999999997854,0,0,0,0,0,,218.46449999999913,0,0,0 
60,20289.551808454966,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,257.79053214103,0,0,0 
70,23035.687708591027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.079833526992446,1526.0944007335268,0,0,0 
80,2.4164169526174377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4279094345167858,0,0,0,0 
90,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0 
100,163.49580725067446,0,0,0.0,0,0,0,111.32914712239558,0,0,210.85254059334133,0,0,84.87792708622234,1450.1474592275188,0,0,0,0,0,0,0 
110,316.01451535001627,0,0.0,70.58832658047716,0.0,78.35051323805523,117.28494921723284,167.02831097528275,0,0.0,116.37347775445511,0,0.0,194.92937274939413,2557.5177949889226,0,0,0,0,0,0,74.6357599359866 
120,1047.7318911996942,0.0,12.982,133.64173345646935,0,1.6509755365305139,97.62915951487162,172.84471437304126,0.0,0,0,0,283.13046826993013,0,1952.68117635781,0.0,0,0,0,0,0.0,104.80489360634232 
130,5966.593765014747,22.840144867219106,43.85083352558865,0,0,0,13.650999999999998,0,0,197.72383147840324,0,0,0.0,0,0,0,0.0,0,0,0.0,39.54456959769149,0.0 
140,17684.796336072217,22.804499999999997,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,7.116385037362717,0,0,1480.6887042324493,4.285500000000006,0 
150,21686.993790329358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.257014036037642,0,0,1208.3596772102917,0,0 
160,24263.751216785207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.695712648287,0.0,0,2487.242592729374,0,0 
170,19987.91748468018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.25,0.9323759166760215,0.0,326.82500000000255,0,0 
180,20975.96396582251,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,2.4222325789749304,0,0,0,0 
190,24367.2875,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0 
200,24088.283425734426,0,0,0,0,0,0,0,0,0,0,5.311205941738237,0,0,0,0,0,0,2770.553699747621,0,0,0 
210,24574.328546408196,0,0,0,0,0,0,0,0,0,0,9.679586344467413,0,0,0,0,0,0,1697.9765338984098,0,0,0 
220,23489.738463496742,0,0,0,0,0,0,0,0,0,0,142.78470670033258,0,0,0,0,0,0,1201.0909699928027,0,0,0 
230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
240,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0 
250,1804.0680257350155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1804.0807131524928,0,0,0 
260,2946.1812452044824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2946.1775983670163,0,0,0 
266,1320.5280589559604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320.5315083587323,0,0,0 
