time,nomatch,match,match_stop 
60,1,208,1 
70,5,211,5 
80,8,211,8 
90,9,211,9 
100,9,302,9 
110,9,469,9 
120,9,524,9 
130,9,543,9 
140,9,554,9 
150,9,564,9 
160,10,586,10 
170,20,591,20 
180,26,592,26 
190,26,594,26 
200,26,608,26 
210,26,627,26 
220,26,635,26 
230,26,635,26 
240,26,636,26 
250,26,641,26 
260,26,652,26 
266,26,656,26 
