time,request,connect 
0,1653.937,13.285 
10,3062.471,13.285 
20,12068.939,13.285 
30,16048.941,13.285 
40,16224.772,13.285 
50,17230.941,13.285 
60,60000.641,13.285 
70,60004.745,13.285 
80,60006.853,13.285 
90,60006.853,13.285 
100,60006.853,23.18 
110,60006.853,23.18 
120,60006.853,23.18 
130,60006.853,23.18 
140,60006.853,23.18 
150,60006.853,23.18 
160,60006.853,23.18 
170,60006.853,23.18 
180,60006.853,23.18 
190,60006.853,23.18 
200,60006.853,23.18 
210,60006.853,23.18 
220,60006.853,23.18 
230,60006.853,23.18 
240,60006.853,23.18 
250,60006.853,23.18 
260,60006.853,23.18 
266,60006.853,23.18 
