time,users_count,finish_users_count 
0,1.4,0 
10,1.6,0.7 
20,0,1.8 
30,0,0.4 
40,1.7,0.1 
50,3.5,0.6 
60,0.3,2.2 
70,0,1.9 
80,0,0.7 
90,3.4,0.1 
100,8.6,1.7 
110,0,5.6 
120,0,3.7 
130,0,0.9 
140,6.2,0.1 
150,14.6,2.5 
160,1.9,10.4 
170,0,8.1 
180,0,1.5 
190,10.2,0.2 
200,32.2,4.6 
210,4,21.4 
220,0,16.2 
230,0,4.1 
240,25.3,0.1 
250,56.7,10.1 
260,7.6,43 
270,0,29.3 
280,0,6.4 
290,0,0.8 
300,105,2.4 
310,77.8,49.1 
320,0,86.6 
330,0,37.5 
340,0,6.5 
350,0,0.7 
360,0,0 
370,94,0 
380,243,33.7 
390,29.5,169.3 
400,0,132.3 
410,0,26.6 
420,0,4.3 
430,0,0.3 
440,0,0 
450,436.8,7.2 
460,318.9,49.5 
470,0,151.3 
480,0,412.5 
490,0,122.7 
500,0,11.7 
510,0,0.6 
517,0,0.2 
