time,freemem@tsung_controller@ip-172-31-31-91 
0,375576.0390625 
10,375570.87890625 
20,375559.6875 
30,375559.36328125 
40,375559.36328125 
50,375559.36328125 
60,375552.31640625 
70,375548.68359375 
80,375548.68359375 
90,375548.68359375 
100,375548.68359375 
110,375522.52734375 
120,375516.234375 
130,375516.234375 
140,375516.234375 
150,375516.234375 
160,375481.05859375 
170,375465.55078125 
180,375465.55078125 
190,375465.55078125 
200,375465.55078125 
210,375380.8203125 
220,375347.4375 
230,375347.4375 
240,375347.4375 
250,375347.4375 
260,375205.875 
270,375190.6484375 
280,375190.6484375 
290,375190.6484375 
300,375190.6484375 
310,375100.75390625 
320,374724.69140625 
330,374724.69140625 
340,374724.69140625 
350,374724.69140625 
360,374724.69140625 
370,374724.69140625 
380,374724.69140625 
390,374109.54296875 
400,373942.2890625 
410,373942.2890625 
420,373942.2890625 
430,373942.2890625 
440,373942.2890625 
450,373942.2890625 
460,373942.2890625 
470,372707.4453125 
480,371538.484375 
490,371538.484375 
500,371538.484375 
510,371538.484375 
517,371538.484375 
