time,users,connected 
0,14,13 
10,27,10 
20,27,-18 
30,27,-4 
40,27,14 
50,47,31 
60,48,-19 
70,48,-19 
80,48,-7 
90,48,29 
100,104,73 
110,104,-51 
120,104,-42 
130,104,-9 
140,104,59 
150,183,120 
160,197,-76 
170,197,-87 
180,197,-15 
190,197,98 
200,381,278 
210,401,-174 
220,401,-161 
230,401,-42 
240,401,223 
250,722,497 
260,758,-338 
270,758,-299 
280,758,-75 
290,758,-9 
300,1026,999 
310,1597,347 
320,1597,-875 
330,1597,-398 
340,1597,-66 
350,1597,-7 
360,1597,0 
370,1597,884 
380,3033,2027 
390,3192,-1251 
400,3192,-1336 
410,3192,-277 
420,3192,-44 
430,3192,-3 
440,3192,0 
450,4296,3823 
460,7253,2520 
470,7253,-905 
480,7253,-4091 
490,7253,-1208 
500,7253,-128 
510,7253,-8 
517,7253,-3 
