time,request,connect 
0,10.547,0.974 
10,6.344,0.87 
20,6.344,0.87 
30,6.344,0.87 
40,6.344,0.825 
50,5.651,0.779 
60,5.337,0.779 
70,5.337,0.779 
80,5.337,0.779 
90,5.139,0.779 
100,4.201,0.762 
110,4.117,0.762 
120,4.117,0.762 
130,4.117,0.762 
140,4.117,0.688 
150,4.117,0.651 
160,4.117,0.642 
170,4.117,0.642 
180,4.117,0.642 
190,4.043,0.642 
200,3.935,0.565 
210,3.85,0.54 
220,3.85,0.54 
230,3.85,0.54 
240,3.85,0.54 
250,3.653,0.473 
260,3.554,0.473 
270,3.554,0.473 
280,3.554,0.473 
290,3.554,0.473 
300,3.554,0.473 
310,3.554,0.473 
320,3.554,0.473 
330,3.436,0.473 
340,3.436,0.473 
350,3.436,0.473 
360,3.436,0.473 
370,3.436,0.472 
380,3.06,0.379 
390,3.06,0.379 
400,3.06,0.379 
410,3.06,0.379 
420,3.06,0.379 
430,3.06,0.379 
440,3.06,0.379 
450,3.06,0.362 
460,0.208,0.328 
470,0.208,0.328 
480,0.208,0.328 
490,0.208,0.328 
500,0.208,0.328 
510,0.208,0.328 
517,0.208,0.328 
