time,request,connect 
0,1040.644,13.296 
10,1113.822,27.445 
20,1113.822,27.445 
30,1117.373,27.445 
40,17238.456,27.445 
50,17238.456,27.445 
60,17238.456,187.151 
70,17238.456,187.151 
80,17238.456,187.151 
90,17238.456,187.151 
100,17238.456,187.151 
110,17238.456,187.151 
120,17238.456,187.151 
130,17238.456,187.151 
140,17521.471,187.151 
150,17521.471,187.151 
160,17521.471,187.151 
170,17521.471,187.151 
180,17521.471,187.151 
190,17521.471,187.151 
200,17521.471,187.151 
210,17521.471,187.151 
220,17521.471,187.151 
230,17521.471,187.151 
240,17521.471,187.151 
250,18758.824,187.151 
260,19216.897,187.151 
270,19216.897,187.151 
280,19216.897,187.151 
290,19216.897,187.151 
300,19216.897,214.716 
310,19216.897,214.716 
320,19216.897,214.716 
330,19216.897,214.716 
340,19216.897,214.716 
