time,request,connect 
0,6.558,0.865 
10,5.703,0.865 
20,5.703,0.865 
30,5.703,0.865 
40,5.703,0.865 
50,5.703,0.865 
60,4.751,0.755 
70,4.637,0.755 
80,4.637,0.755 
90,4.637,0.755 
100,4.637,0.755 
110,4.637,0.713 
120,4.414,0.713 
130,4.414,0.713 
140,4.414,0.713 
150,4.414,0.713 
160,4.414,0.701 
170,3.952,0.654 
180,3.952,0.654 
190,3.952,0.654 
200,3.952,0.654 
210,3.952,0.654 
220,3.952,0.646 
230,3.952,0.473 
240,3.952,0.473 
250,3.952,0.473 
260,3.952,0.473 
270,3.952,0.473 
280,3.952,0.473 
290,3.952,0.473 
300,3.952,0.473 
310,3.952,0.473 
320,3.952,0.473 
330,3.952,0.473 
340,3.952,0.473 
