time,request,connect 
0,4.5,1.4 
10,11.2,1.5 
20,7.3,0 
30,1.5,0 
40,0.7,0 
50,1.2,0.6 
60,18.7,4.6 
70,23.6,0.8 
80,7.7,0 
90,1.1,0 
100,11.1,4.4 
110,42.8,6.5 
120,29.5,0 
130,9.4,0 
140,2.3,0 
150,2.3,0 
160,24.3,9.4 
170,83.6,11.3 
180,52.5,0 
190,16.5,0 
200,6.4,0 
210,1,0 
220,50.4,21.2 
230,170.1,25.2 
240,130,0 
250,43.5,0 
260,11.7,0 
270,3.7,0 
280,1.1,0 
290,105.4,42.5 
300,355.5,53.1 
310,220.5,0 
320,78.7,0 
330,35.4,0 
340,5.1,0 
