time,200,302 
0,3,1.5 
10,6.7,4.5 
20,4.3,3 
30,1,0.6 
40,0.3,0.3 
50,0.9,0.3 
60,11.5,7.2 
70,13,10.6 
80,5.1,2.6 
90,0.9,0.2 
100,7.3,3.8 
110,24.6,18.2 
120,17.9,11.6 
130,6.2,3.2 
140,1.5,0.8 
150,1.3,1 
160,17,7.3 
170,48.2,35.4 
180,31.5,21 
190,10.9,5.6 
200,4,2.4 
210,0.6,0.4 
220,34.7,15.7 
230,96.6,73.5 
240,76.9,53.1 
250,29.7,13.8 
260,7.9,3.8 
270,2.1,1.6 
280,0.7,0.4 
290,70.7,34.7 
300,206.1,149.4 
310,128.8,91.7 
320,50.1,28.7 
330,25.5,9.9 
340,7.6,0.5 
