time,freemem@tsung_controller@ip-172-31-30-185 
0,778.28125 
10,776.515625 
20,768.75 
30,768.75 
40,768.75 
50,768.75 
60,768.75 
70,751.72265625 
80,744.22265625 
90,744.22265625 
100,744.22265625 
110,744.22265625 
120,723.20703125 
130,708.6328125 
140,708.6328125 
150,708.6328125 
160,708.6328125 
170,708.6328125 
180,670.58203125 
190,658.58984375 
200,658.58984375 
210,658.58984375 
220,658.58984375 
230,658.58984375 
240,541.7421875 
250,490.61328125 
260,490.61328125 
270,490.61328125 
280,490.61328125 
290,490.61328125 
300,490.61328125 
310,349.77734375 
320,238.25390625 
330,234.11328125 
340,234.11328125 
