time,size_sent,size_rcv 
0,15.809375,302.3984375 
10,47.03828125,737.17890625 
20,33.4859375,762.3984375 
30,7.24375,142.9296875 
40,2.27109375,517.809375 
50,3.45234375,19.021875 
60,72.04765625,943.16640625 
70,110.65390625,2499.61015625 
80,36.440625,2099.46328125 
90,2.8375,674.809375 
100,36.34921875,155.5734375 
110,183.128125,2429.36640625 
120,137.9640625,4205.70859375 
130,39.803125,2977.9421875 
140,7.06796875,1855.20625 
150,9.3921875,284.88671875 
160,78.39375,536.5953125 
170,364.36484375,4642.33359375 
180,246.12109375,8353.79140625 
190,64.678125,7225.62265625 
200,24.27578125,1702.29453125 
210,4.1953125,10.909375 
220,159.18046875,1067.48671875 
230,739.14765625,10652.6265625 
240,604.62578125,19231.921875 
250,184.7578125,13087.25703125 
260,43.48984375,4806.08203125 
270,13.6921875,1812.2203125 
280,4.56015625,12.58203125 
290,344.51484375,1899.82734375 
300,1552.90546875,19045.09609375 
310,1068.9125,27105.13984375 
320,347.20703125,19161.7359375 
330,120.753125,14596.60234375 
340,8.8421875,2877.87421875 
