time,users,connected 
0,21,18 
10,17,19 
20,4,6 
30,14,12 
40,38,38 
50,15,16 
60,4,5 
70,0,0 
80,79,77 
90,76,77 
100,14,15 
110,3,3 
120,62,58 
130,167,165 
140,88,89 
150,20,21 
160,2,2 
170,1,1 
180,110,107 
190,369,367 
200,179,181 
210,22,22 
220,203,203 
230,667,667 
240,337,337 
250,51,63 
260,4,5 
270,0,0 
280,915,874 
290,1210,1246 
300,330,345 
310,38,44 
320,4,4 
330,0,0 
340,0,0 
350,846,773 
360,2910,2827 
370,1451,1494 
380,214,220 
390,22,25 
400,2,2 
410,1,1 
420,0,0 
430,3999,3615 
440,6871,6316 
450,4511,4513 
460,519,520 
470,45,45 
480,2,2 
490,0,0 
497,0,0 
