time,request,connect 
0,5.3,1.8 
10,12.3,1.2 
20,5.7,0 
30,2.9,1.2 
40,14.5,3.1 
50,15.5,0.3 
60,4.8,0 
70,0.8,0 
80,24.2,7.9 
90,50.8,4.1 
100,18.7,0 
110,3.2,0 
120,11.3,5.8 
130,77.6,14.4 
140,70.8,2.7 
150,22.3,0 
160,3.2,0 
170,0.2,0 
180,18.9,10.7 
190,162.6,31.6 
200,149.6,4.4 
210,43.6,0 
220,39.9,20.3 
230,307.9,58.7 
240,285.4,9.5 
250,73.6,0 
260,11.4,0 
270,1.2,0 
280,275,90 
290,717.9,88.9 
300,382.9,0 
310,69.4,0 
320,7,0 
330,0.5,0 
340,0,0 
350,131,77.3 
360,1203.5,250.3 
370,1283.6,68.2 
380,341.6,0.8 
390,40.5,0 
400,3.5,0 
410,0.3,0 
420,0.1,0 
430,1114.8,408.5 
440,1911,744.6 
450,1934.4,94.8 
460,1018.5,9.1 
470,80.3,1.5 
480,6.7,0.1 
490,0.2,0 
497,0,0 
