time,recvpackets@tsung_controller@ip-172-31-16-38 
10,642 
20,1448.0 
30,634.0 
40,464.0 
50,878.0 
60,1227.0 
70,345.0 
80,58.0 
90,2231.0 
100,4198.0 
110,1322.0 
120,172.0 
130,926.0 
140,6938.0 
150,5523.0 
160,1712.0 
170,165.0 
180,99.0 
190,1815.0 
200,13277.0 
210,12223.0 
220,3056.0 
230,3933.0 
240,26375.0 
250,24479.0 
260,5383.0 
270,632.0 
280,39.0 
290,26903.0 
300,65693.0 
310,35098.0 
320,4557.0 
330,261.0 
340,11.0 
350,46.0 
360,14036.0 
370,114541.0 
380,139699.0 
390,32440.0 
400,2405.0 
410,309.0 
420,13.0 
430,5.0 
440,95989.0 
450,176951.0 
460,319645.0 
470,133911.0 
480,5304.0 
490,312.0 
497,83.0 
