time,sentpackets@tsung_controller@ip-172-31-16-38 
10,1034 
20,3075 
30,3075 
40,3075 
50,3075 
60,3075 
70,3075 
80,3075 
90,3075 
100,3075 
110,3075 
120,3075 
130,3075 
140,3353 
150,3353 
160,3353 
170,3353 
180,3353 
190,3353 
200,6897 
210,6897 
220,6897 
230,6897 
240,14525 
250,14525 
260,14525 
270,14525 
280,14525 
290,15901 
300,30434 
310,30434 
320,30434 
330,30434 
340,30434 
350,30434 
360,30434 
370,58427 
380,58427 
390,58427 
400,58427 
410,58427 
420,58427 
430,58427 
440,60389 
450,94270 
460,111824 
470,111824 
480,111824 
490,111824 
497,111824 
