time,freemem@tsung_controller@ip-172-31-16-38 
0,375618.19921875 
10,375618.19921875 
20,375618.19921875 
30,375618.19921875 
40,375618.19921875 
50,375618.19921875 
60,375618.19921875 
70,375618.19921875 
80,375618.19921875 
90,375618.19921875 
100,375618.19921875 
110,375618.19921875 
120,375618.19921875 
130,375618.19921875 
140,375618.19921875 
150,375618.19921875 
160,375618.19921875 
170,375618.19921875 
180,375618.19921875 
190,375618.19921875 
200,375618.19921875 
210,375618.19921875 
220,375618.19921875 
230,375618.19921875 
240,375618.19921875 
250,375618.19921875 
260,375618.19921875 
270,375618.19921875 
280,375618.19921875 
290,375618.19921875 
300,375618.19921875 
310,375618.19921875 
320,375618.19921875 
330,375618.19921875 
340,375618.19921875 
350,375618.19921875 
360,375618.19921875 
370,375618.19921875 
380,375618.19921875 
390,375618.19921875 
400,375618.19921875 
410,375618.19921875 
420,375618.19921875 
430,375618.19921875 
440,375618.19921875 
450,375618.19921875 
460,375618.19921875 
470,375618.19921875 
480,375618.19921875 
490,375618.19921875 
497,375618.19921875 
