time,request,connect 
0,6.906,1.318 
10,6.906,1.228 
20,6.906,1.228 
30,6.906,1.228 
40,5.509,1.096 
50,5.509,1.096 
60,5.509,1.096 
70,5.509,1.096 
80,5.509,1.074 
90,5.509,1.074 
100,5.509,1.074 
110,5.509,1.074 
120,5.509,1.074 
130,5.509,0.985 
140,5.509,0.972 
150,5.509,0.972 
160,5.509,0.972 
170,5.509,0.972 
180,5.128,0.972 
190,5.128,0.937 
200,5.128,0.937 
210,5.128,0.937 
220,5.128,0.906 
230,5.021,0.862 
240,5.021,0.862 
250,5.021,0.862 
260,5.021,0.862 
270,5.021,0.862 
280,4.684,0.813 
290,4.684,0.802 
300,4.684,0.802 
310,4.684,0.802 
320,4.684,0.802 
330,4.684,0.802 
340,4.684,0.802 
350,4.684,0.802 
360,4.52,0.779 
370,4.52,0.779 
380,4.52,0.779 
390,4.52,0.779 
400,4.52,0.779 
410,4.52,0.779 
420,4.52,0.779 
430,4.52,0.759 
440,0.402,0.727 
450,0.402,0.727 
460,0.402,0.727 
470,0.402,0.727 
480,0.402,0.727 
490,0.402,0.727 
497,0.402,0.727 
