time,users_count,finish_users_count 
0,1.2,0 
10,1.8,0.7 
20,0,1.3 
30,0,0.8 
40,0,0.1 
50,3.6,0.1 
60,2.4,2.4 
70,0,2.3 
80,0,1 
90,3.1,0.3 
100,7.5,1.2 
110,1.2,5.4 
120,0,3.5 
130,0,1.7 
140,16.8,0.2 
150,7.2,7.2 
160,0,12 
170,0,3.8 
180,0,0.8 
190,27.7,0.5 
200,19.9,13.5 
210,0,23.3 
220,0,8.2 
230,0,1.9 
240,22.2,0.2 
250,60.7,5.9 
260,8.2,41.6 
270,0,34.6 
280,0,8.4 
290,0,0.5 
300,49.4,0.2 
310,124.6,19.7 
320,15.2,84.3 
330,0,68.9 
340,0,14.4 
350,0,1.5 
360,0,0.3 
370,0,0 
380,220.9,4.3 
390,156.4,63 
400,0,125.7 
410,0,112.9 
420,0,58.4 
430,0,11.4 
440,0,1.4 
450,0,0.2 
452,0,0 
