time,users,connected 
0,12,11 
10,23,23 
20,10,10 
30,2,3 
40,1,1 
50,36,35 
60,36,38 
70,13,13 
80,3,4 
90,31,30 
100,94,94 
110,52,52 
120,17,17 
130,0,0 
140,166,158 
150,166,167 
160,46,49 
170,8,9 
180,0,0 
190,272,270 
200,336,337 
210,103,104 
220,21,22 
230,2,2 
240,222,196 
250,770,754 
260,436,457 
270,90,99 
280,6,7 
290,1,1 
300,493,446 
310,1542,1510 
320,851,873 
330,162,173 
340,18,22 
350,3,3 
360,0,0 
370,0,0 
380,2166,2102 
390,3100,2748 
400,1843,1857 
410,714,726 
420,130,134 
430,16,16 
440,2,2 
450,0,0 
452,0,0 
