time,request,connect 
0,6.695,1.333 
10,6.029,1.244 
20,6.029,1.244 
30,6.029,1.244 
40,6.029,1.244 
50,5.61,1.21 
60,5.026,1.067 
70,5.026,1.067 
80,5.026,1.067 
90,4.912,0.999 
100,4.224,0.999 
110,4.224,0.999 
120,4.224,0.999 
130,4.224,0.999 
140,4.027,0.981 
150,3.551,0.981 
160,3.551,0.981 
170,3.551,0.981 
180,3.551,0.981 
190,3.551,0.919 
200,3.551,0.853 
210,3.551,0.853 
220,3.551,0.853 
230,3.551,0.853 
240,3.551,0.853 
250,3.551,0.803 
260,3.551,0.803 
270,3.551,0.803 
280,3.551,0.803 
290,3.551,0.803 
300,3.551,0.777 
310,3.551,0.769 
320,3.551,0.769 
330,3.551,0.769 
340,3.551,0.769 
350,3.551,0.769 
360,3.551,0.769 
370,3.551,0.769 
380,3.551,0.726 
390,0.766,0.654 
400,0.766,0.654 
410,0.618,0.654 
420,0.618,0.654 
430,0.618,0.654 
440,0.618,0.654 
450,0.618,0.654 
452,0.618,0.654 
