time,recvpackets@tsung_controller@ip-172-31-31-91 
10,231 
20,1031 
30,1031 
40,1031 
50,1031 
60,1031 
70,2492 
80,2492 
90,2492 
100,2492 
110,2850 
120,4512 
130,4512 
140,4512 
150,4512 
160,10563 
170,10563 
180,10563 
190,10563 
200,10563 
210,19294 
220,19294 
230,19294 
240,19294 
250,19294 
260,27126 
270,37553 
280,37553 
290,37553 
300,37553 
310,37553 
320,58254 
330,85776 
340,85776 
350,85776 
360,85776 
370,85776 
380,85776 
390,85776 
400,131803 
410,134982 
420,134982 
430,134982 
440,134982 
450,134982 
452,134982 
