time,freemem@tsung_controller@ip-172-31-31-91 
0,375560.98828125 
10,375564.45703125 
20,375554.13671875 
30,375553.1640625 
40,375556.44921875 
50,375556.98046875 
60,375550.5703125 
70,375536.65625 
80,375542.81640625 
90,375547.6796875 
100,375548.3984375 
110,375519.19140625 
120,375505.734375 
130,375531.06640625 
140,375540.41015625 
150,375497.33984375 
160,375439.77734375 
170,375471.73828125 
180,375492.703125 
190,375506.49609375 
200,375444.51953125 
210,375331.3515625 
220,375382.3515625 
230,375454.15234375 
240,375463.03125 
250,375451.3125 
260,375204.52734375 
270,375140.8203125 
280,375286.2109375 
290,375366.2890625 
300,375397.734375 
310,375331.87890625 
320,374826.046875 
330,374733.4296875 
340,375026.65234375 
350,375238.8984375 
360,375257.11328125 
370,375276.0625 
380,375274.2265625 
390,374612.4609375 
400,373924.27734375 
410,373887.171875 
420,374154.57421875 
430,374894.80859375 
440,375112.00390625 
450,375155.51171875 
452,375159.546875 
