time,users_count,finish_users_count 
0,12,0 
10,30,7 
20,30,20 
30,30,28 
40,30,29 
50,66,30 
60,90,54 
70,90,77 
80,90,87 
90,121,90 
100,196,102 
110,208,156 
120,208,191 
130,208,208 
140,376,210 
150,448,282 
160,448,402 
170,448,440 
180,448,448 
190,725,453 
200,924,588 
210,924,821 
220,924,903 
230,924,922 
240,1146,924 
250,1753,983 
260,1835,1399 
270,1835,1745 
280,1835,1829 
290,1835,1834 
300,2329,1836 
310,3575,2033 
320,3727,2876 
330,3727,3565 
340,3727,3709 
350,3727,3724 
360,3727,3727 
370,3727,3727 
380,5936,3770 
390,7500,4400 
400,7500,5657 
410,7500,6786 
420,7500,7370 
430,7500,7484 
440,7500,7498 
450,7500,7500 
452,7500,7500 
