time,sentpackets@tsung_controller@ip-172-31-31-91 
10,196 
20,436 
30,436 
40,436 
50,436 
60,579 
70,951 
80,951 
90,951 
100,951 
110,1494 
120,1560 
130,1560 
140,1560 
150,2201 
160,3825 
170,3825 
180,3825 
190,3825 
200,4052 
210,8249 
220,8249 
230,8249 
240,8249 
250,8249 
260,13998 
270,13998 
280,13998 
290,13998 
300,13998 
310,13998 
320,29425 
330,31336 
340,31336 
350,31336 
360,31336 
370,31336 
380,31336 
390,36541 
400,61030 
410,61030 
420,61030 
430,61030 
440,61030 
450,61030 
452,61030 
