time,request,connect 
0,62.08265750431819,3.6574037510708477 
10,42.200158570536885,0.08111361342307759 
20,33.06988231112003,0 
30,27.96197860652381,0 
40,17.40921378099029,0 
50,43.092969874041245,0.12936046773355803 
60,40.71449196388231,4.426114513837164 
70,36.16722777536321,0 
80,21.206427530725602,0 
90,37.25783963497576,0.16683714281364995 
100,45.353272088454034,1.119116063794982 
110,40.508726981759985,0.15969308893330736 
120,33.68555216953466,0 
130,18.226810756079907,0 
140,46.80622032218306,0.5114773417207745 
150,43.248375806174444,0.279559196548781 
160,33.28950733179035,0 
170,26.537500567461194,0 
180,17.641681318211518,0 
190,48.14214563101669,1.282276262782661 
200,44.8854281411167,1.116473413453469 
210,36.114964841480955,0 
220,31.09921677008319,0 
230,22.521126252223073,0 
240,41.124964861661404,0.15604333087638003 
250,49.17885799918251,1.0850155959024068 
260,46.57661001699976,2.5009956233517667 
270,38.205094171759114,0 
280,35.60657710190872,0 
290,11.040015346881319,0 
300,43.1466120456194,0.3183401200486536 
310,56.0196258045309,0.5736192042737026 
320,61.29762315897541,0.6978306595962953 
330,43.56049125195978,0 
340,28.907079650828205,0 
350,22.221204946919634,0 
360,4.382244503549396,0 
370,0,0 
380,61.144411806012776,0.6908847775898087 
390,583.6233199610562,0.43387503923024817 
400,2881.6074119254135,0.1879562718230468 
410,6021.146851422497,0.5716134343831915 
420,1265.5456613142323,0.13484513339383072 
430,50.34383998025205,0 
440,23.24705580929451,0 
450,3.200697814539823,0 
452,0,0 
