time,request,connect 
0,3.8,1.1 
10,12.1,1.9 
20,7.6,0 
30,1.7,0 
40,0.6,0 
50,11.6,3.5 
60,27,2.5 
70,9.9,0 
80,3.4,0 
90,6.8,3 
100,37.9,7.4 
110,43.8,1.4 
120,12.4,0 
130,3.8,0 
140,46.3,16 
150,106.2,8 
160,49.6,0 
170,10.1,0 
180,1.5,0 
190,85.5,27.5 
200,197,20.1 
210,111,0 
220,21.5,0 
230,3.5,0 
240,33.1,19.6 
250,293.1,60.7 
260,345.7,10.8 
270,117.5,0 
280,18.2,0 
290,0.8,0 
300,80.2,44.7 
310,639.3,124.3 
320,697.3,20.2 
330,212.1,0 
340,29.6,0 
350,2.3,0 
360,0.3,0 
370,0,0 
380,674.8,214 
390,1213.3,320.1 
400,720.2,51.8 
410,515.5,3.5 
420,161.4,1 
430,23.8,0 
440,2.1,0 
450,0.4,0 
452,0,0 
