time,200,500,400,404,422,302 
0,23,,,,,15 
10,97,,,,,62 
20,141,,,,,94 
30,155,,,,,97 
40,159,,,,,99 
50,235,,,,,139 
60,388,,,,,256 
70,450,,,,,293 
80,472,,,,,305 
90,525,,,,,320 
100,748,,,,,476 
110,1009,,,,,653 
120,1091,,,,,695 
130,1115,,,,,709 
140,1415,,,,,872 
150,2032,,,,,1317 
160,2353,,,,,1492 
170,2417,,,,,1529 
180,2428,,,,,1533 
190,2987,,,,,1829 
200,4114,,,,,2672 
210,4808,,,,,3088 
220,4956,,,,,3155 
230,4980,,,,,3166 
240,5246,,,,,3231 
250,7010,,,,,4398 
260,9041,,,,,5824 
270,9822,,,,,6218 
280,9949,,,,,6273 
290,9955,,,,,6275 
300,10587,,,,,6445 
310,14436,,,,,8989 
320,18514,,,,,11884 
330,19927,,,,,12592 
340,20138,,,,,12677 
350,20157,,,,,12681 
360,20160,,,,,12681 
370,20160,,,,,12681 
380,24481,,,,,15109 
390,31575,,,,1,20145 
400,35946,104,,,12,22861 
410,38680,946,27,11,106,24307 
420,39796,946,33,19,113,24784 
430,39971,946,33,21,113,24845 
440,39987,946,33,21,113,24850 
450,39990,946,33,21,113,24851 
452,39990,946,33,21,113,24851 
