time,200,504,302 
0,26,,16 
10,89,,61 
20,121,,87 
30,125,,91 
40,125,,91 
50,126,,91 
60,126,,91 
70,126,2,91 
80,126,6,91 
90,147,9,95 
100,258,9,185 
110,347,9,261 
120,383,9,280 
130,385,9,280 
140,385,9,280 
150,385,9,280 
160,385,13,280 
170,385,21,280 
177,385,24,280 
