time,request,connect 
0,15.905,0.691 
10,5.633,0.683 
20,5.633,0.683 
30,5.633,0.683 
40,5.633,0.683 
50,5.633,0.683 
60,5.633,0.683 
70,5.633,0.683 
80,5.633,0.683 
90,5.633,0.648 
100,5.117,0.606 
110,5.117,0.606 
120,5.117,0.606 
130,5.117,0.606 
140,5.117,0.606 
150,5.117,0.606 
160,5.117,0.606 
170,5.117,0.606 
177,5.117,0.606 
