time,recvpackets@tsung_controller@ip-172-31-24-72 
10,475 
20,475 
30,435 
40,52 
50,1 
60,1 
70,1 
80,1 
90,1 
100,1 
110,1 
120,1 
130,1 
140,1 
150,0 
160,0 
170,0 
177,0 
