time,load@tsung_controller@ip-172-31-29-186 
0,0.01171875 
10,0.01171875 
20,0.01171875 
30,0.01171875 
40,0.0 
50,0.0 
60,0.0 
70,0.0 
80,0.0 
90,0.0 
100,0.0 
110,0.0 
120,0.0 
130,0.0 
140,0.0 
150,0.0 
160,0.0 
170,0.0 
180,0.0703125 
190,0.05859375 
200,0.05078125 
210,0.12109375 
220,0.1015625 
230,0.23828125 
240,0.19921875 
250,0.171875 
260,0.140625 
270,0.12109375 
280,0.1015625 
290,0.23046875 
300,0.19921875 
310,0.171875 
320,0.140625 
330,0.28125 
340,0.30859375 
350,0.421875 
360,0.3515625 
370,0.30078125 
380,0.25 
387,0.2109375 
