time,users_count,finish_users_count 
0,20,0 
10,30,7 
20,30,27 
30,30,28 
40,30,30 
50,61,30 
60,90,47 
70,90,74 
80,90,88 
90,90,90 
100,149,90 
110,201,118 
120,201,172 
130,201,197 
140,201,200 
150,276,201 
160,441,229 
170,441,347 
180,441,423 
190,441,439 
200,570,441 
210,869,490 
220,906,707 
230,906,873 
240,906,902 
250,906,905 
260,1134,907 
270,1774,992 
280,1831,1420 
290,1831,1752 
300,1831,1827 
310,1831,1831 
320,2911,1836 
330,3650,1941 
340,3650,2461 
350,3650,3464 
360,3650,3634 
370,3650,3647 
380,3650,3649 
387,3650,3650 
